Uniprot.Accession	Gene	Christoforou_UniprotGO_overlap3	Uni_GO_overlap4	Christoforou_UniprotGO_sum5	Uniprot_GO_SUM6	HPA_Single_supportive7	HPA_Single_uncertain8	svm9	Christoforou10
Q14739	LBR			Nucleus	Nucleus	Nucleus			
P52954	LBX1	Nucleus	Nucleus	Nucleus	Nucleus				
Q6XYB7	LBX2	Nucleus	Nucleus	Nucleus	Nucleus				
Q71F78	LCA10								
Q86VQ0	LCA5			CS	CS				
O95447	LCA5L								
P04180	LCAT						Nucleus		
Q5T7P2	LCE1A								
Q5T7P3	LCE1B								
Q5T751	LCE1C								
Q5T752	LCE1D								
Q5T753	LCE1E								
Q5T754	LCE1F								
Q5TA79	LCE2A								
O14633	LCE2B								
Q5TA81	LCE2C								
Q5TA82	LCE2D								
Q5TA76	LCE3A								
Q5TA77	LCE3B								
Q5T5A8	LCE3C								
Q9BYE3	LCE3D								
Q5T5B0	LCE3E								
Q5TA78	LCE4A								
Q5TCM9	LCE5A								
A0A183	LCE6A								
A4D1U4	LCHN								
P06239	LCK						Golgi		
Q6UWP7	LCLAT1	ER	ER	ER	ER				ER
Q9UIC8	LCMT1			cytosol	cytosol				
O60294	LCMT2			cytosol	cytosol				
P31025	LCN1								
Q6JVE6	LCN10								
Q6JVE5	LCN12								
Q6UWW0	LCN15								
Q5VSP4	LCN1P1								
P80188	LCN2								
P62502	LCN6								
Q6JVE9	LCN8								
Q8WX39	LCN9								
Q6ZST4	LCNL1								
Q96JN0	LCOR	Nucleus	Nucleus	Nucleus	Nucleus				
Q8N3X6	LCORL	Nucleus	Nucleus	Nucleus	Nucleus				
P13796	LCP1								
Q13094	LCP2			cytosol	cytosol				
P09848	LCT	PM	PM	PM	PM				
Q6UWM7	LCTL	ER	ER	ER	ER				
Q86U70	LDB1			Nucleus	Nucleus		Nucleus		
O43679	LDB2			Nucleus	Nucleus				
O75112	LDB3								
P00338	LDHA	Cytosol		Cytosol	cytosol			Cytosol	Cytosol
Q6ZMR3	LDHAL6A	cytosol	cytosol	cytosol	cytosol				
Q9BYZ2	LDHAL6B								
P07195	LDHB	Cytosol		Cytosol	cytosol	cytosol		Cytosol	Cytosol
P07864	LDHC			cytosol	cytosol				
Q86WU2	LDHD	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion		cytosol		
P01130	LDLR								
Q5T700	LDLRAD1								
Q5SZI1	LDLRAD2								
Q86YD5	LDLRAD3			PM	PM	CS			
O15165	LDLRAD4	endosome	endosome	endosome	endosome				
Q5SW96	LDLRAP1			cytosol	cytosol		CS		
O95751	LDOC1	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			
Q6ICC9	LDOC1L						Nucleus		
Q969E1	LEAP2								
O75829	LECT1								
O14960	LECT2								
Q9UJU2	LEF1						Nucleus		
O75610	LEFTY1								
O00292	LEFTY2								
Q6ZMV7	LEKR1								
Q5T871	LELP1								
Q68G75	LEMD1								
Q8NC56	LEMD2	ER		ER	Nucleus	Nucleus			ER
Q9Y2U8	LEMD3			Nucleus	Nucleus				
Q9Y5L5	LENEP								
Q96BZ8	LENG1								
Q96PV6	LENG8	Nucleus		Nucleus		Nucleus			Nucleus
Q96B70	LENG9						Nucleus		
Q8WVC0	LEO1			Nucleus	Nucleus	Nucleus			
P41159	LEP								
P48357	LEPR								
Q32P28	LEPRE1	ER		ER	ER				ER
Q8IVL5	LEPREL1								
Q8IVL6	LEPREL2	ER	ER	ER	ER				
Q92791	LEPREL4								
O15243	LEPROT			Golgi	Golgi				
O95214	LEPROTL1								
O95202	LETM1	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion		Mitochondrion	Mitochondrion
Q2VYF4	LETM2	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion				
Q6P1Q0	LETMD1	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion				
A8MZ59	LEUTX	Nucleus	Nucleus	Nucleus	Nucleus		Nucleus		
Q8NES3	LFNG	Golgi	Golgi	Golgi	Golgi				
P09382	LGALS1	Cytosol		Cytosol					Cytosol
Q96DT0	LGALS12			Nucleus	Nucleus				
Q9UHV8	LGALS13								
Q8TCE9	LGALS14	Nucleus	Nucleus	Nucleus	Nucleus				
A8MUM7	LGALS16								
P05162	LGALS2								
P17931	LGALS3								
Q08380	LGALS3BP								
P56470	LGALS4								
P47929	LGALS7 LGALS7B								
O00214	LGALS8			cytosol	cytosol				
O00182	LGALS9								
Q3B8N2	LGALS9B								
Q6DKI2	LGALS9C								
Q3ZCW2	LGALSL						Nucleus		
O95970	LGI1								
Q8N0V4	LGI2						CS		
Q8N145	LGI3						cytosol		
Q8N135	LGI4								
Q99538	LGMN	Lysosome		Lysosome	lysosome		cytosol		Lysosome
Q9BXB1	LGR4	PM	PM	PM	PM				
O75473	LGR5								
Q9HBX8	LGR6			PM	PM				
Q5TDP6	LGSN			PM	PM				
P01229	LHB			Golgi	Golgi		cytosol		
P22888	LHCGR	PM	PM	PM	PM				
Q9Y693	LHFP						Nucleus		
Q86WI0	LHFPL1								
Q6ZUX7	LHFPL2								
Q86UP9	LHFPL3								
Q7Z7J7	LHFPL4								
Q8TAF8	LHFPL5								
Q9H008	LHPP								
P48742	LHX1	Nucleus	Nucleus	Nucleus	Nucleus				
P50458	LHX2	Nucleus	Nucleus	Nucleus	Nucleus		Nucleus		
Q9UBR4	LHX3	Nucleus	Nucleus	Nucleus	Nucleus				
Q969G2	LHX4	Nucleus	Nucleus	Nucleus	Nucleus				
Q9H2C1	LHX5	Nucleus	Nucleus	Nucleus	Nucleus				
Q9UPM6	LHX6	Nucleus	Nucleus	Nucleus	Nucleus		Nucleus		
Q68G74	LHX8	Nucleus	Nucleus	Nucleus	Nucleus				
Q9NQ69	LHX9	Nucleus	Nucleus	Nucleus	Nucleus		Nucleus		
O43766	LIAS	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion			Mitochondrion	Mitochondrion
P15018	LIF					cytosol			
P42702	LIFR			PM	PM	Nucleus			
P18858	LIG1			Nucleus	Nucleus				
P49916	LIG3	Nucleus		Nucleus		Nucleus			Nucleus
P49917	LIG4			Nucleus	Nucleus				
O75019	LILRA1			PM	PM				
Q8N149	LILRA2								
Q8N6C8	LILRA3								
P59901	LILRA4								
A6NI73	LILRA5			PM	PM				
Q6PI73	LILRA6								
Q8NHL6	LILRB1								
Q8N423	LILRB2								
O75022	LILRB3	PM	PM	PM	PM				
Q8NHJ6	LILRB4			PM	PM				
O75023	LILRB5						cytosol		
P55344	LIM2								
Q9UHB6	LIMA1			CS	CS				
Q9UPQ0	LIMCH1						cytosol		
Q9UGP4	LIMD1								
Q9BT23	LIMD2								
Q9H400	LIME1			PM	PM				
P53667	LIMK1								
P53671	LIMK2								
P48059	LIMS1								
Q7Z4I7	LIMS2								
P0CW19	LIMS3	cytosol	cytosol	cytosol	cytosol				
P0CW20	LIMS3L								
Q9H9Z2	LIN28A						Nucleus		
Q6ZN17	LIN28B								
Q96GY3	LIN37			Nucleus	Nucleus	Nucleus			
Q52LA3	LIN52			Nucleus	Nucleus				
Q6MZP7	LIN54	Nucleus	Nucleus	Nucleus	Nucleus		cytosol		
O14910	LIN7A								
Q9HAP6	LIN7B								
Q9NUP9	LIN7C	PM		PM					PM
Q5TKA1	LIN9	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			
P0C843	LINC00032								
Q96N35	LINC00052								
Q6ZU45	LINC00083								
Q6XXX2	LINC00114								
Q8NCU8	LINC00116								
P58513	LINC00158								
P0C852	LINC00162								
Q96N53	LINC00167								
Q6ZV60	LINC00173								
Q6ZNR8	LINC00176								
P59089	LINC00205								
Q96KT6	LINC00208								
Q5T6M2	LINC00242								
Q8N2A0	LINC00269								
P0C7V0	LINC00271								
Q6ZSB3	LINC00299								
Q8NCQ3	LINC00301								
Q3SY05	LINC00303								
Q8N9R0	LINC00304								
Q7Z4B0	LINC00305								
Q8TCZ7	LINC00308								
P59036	LINC00310								
Q8N616	LINC00311								
Q9Y6C7	LINC00312								
P59037	LINC00313								
P59091	LINC00315								
Q6ZN03	LINC00322								
Q6ZUF6	LINC00336								
Q8N6G1	LINC00337								
Q9H761	LINC00341								
Q8IVM7	LINC00346								
Q9BRT7	LINC00467								
Q8N7U9	LINC00469								
Q9BZP3	LINC00470								
Q8N535	LINC00471								
Q9H8W2	LINC00472								
A8K010	LINC00473								
Q9P2X8	LINC00474								
Q8WZB0	LINC00476								
Q96M19	LINC00477								
A1L4M7	LINC00478								
Q96M42	LINC00479								
Q8N8I6	LINC00482								
Q53H64	LINC00483								
Q8N0U6	LINC00518								
Q8NCU1	LINC00521								
Q86TU6	LINC00523								
Q96FQ7	LINC00526								
Q9UJ94	LINC00527								
Q8N1L1	LINC00528								
Q9H8X3	LINC00574								
Q6W349	LINC00575								
B1AMM8	LINC00587								
Q9Y4M8	LINC00588								
Q86U02	LINC00596								
Q9H2U6	LINC00597								
Q6ZST8	LINC00610								
Q8N6U2	LINC00612								
P0C842	LINC00614								
Q96LM1	LINC00615								
Q86TS7	LINC00643								
Q6ZRV3	LINC00696								
Q9NV44	LINC00846								
A6NCI5	LINC00862								
P0C866	LINC00869								
A4D0T7	LINC00998								
J3KSC0	LINC01387								
Q8N7H1	LINC01465								
Q96FE5	LINGO1	PM	PM	PM	PM				
Q7L985	LINGO2								
P0C6S8	LINGO3								
Q6UY18	LINGO4								
Q8NG48	LINS						Nucleus		
P38571	LIPA	Lysosome	lysosome	Lysosome	lysosome				Lysosome
P11150	LIPC								
Q05469	LIPE			cytosol	cytosol				
P07098	LIPF			Mitochondrion	Mitochondrion				
Q9Y5X9	LIPG								
Q8WWY8	LIPH								
Q6XZB0	LIPI								
Q5W064	LIPJ								
Q5VXJ0	LIPK								
Q5VYY2	LIPM								
Q5VXI9	LIPN								
Q9Y234	LIPT1	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion			Mitochondrion	Mitochondrion
A6NK58	LIPT2	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion				Mitochondrion
Q99732	LITAF	PM		PM					PM
Q8N485	LIX1			cytosol	cytosol				
Q8IVB5	LIX1L			cytosol	cytosol		cytosol		
Q8TD35	LKAAEAR1								
Q15334	LLGL1	PM		PM					PM
Q6P1M3	LLGL2	PM		PM					PM
Q9BRT6	LLPH			Nucleus	Nucleus	Nucleus			
P49257	LMAN1	ER		ER			cytosol	ER	ER
Q9HAT1	LMAN1L								
Q12907	LMAN2	ER		ER					ER
Q9H0V9	LMAN2L	ER		ER					ER
Q8WVP7	LMBR1						cytosol		
Q6UX01	LMBR1L	PM	PM	PM	PM				
Q9NUN5	LMBRD1	Lysosome		Lysosome	lysosome				Lysosome
Q68DH5	LMBRD2	Endosome		Endosome					Endosome
Q9NZU5	LMCD1								
Q96S06	LMF1	ER		ER	ER			ER	ER
Q9BU23	LMF2	ER	ER	ER	ER		CS		ER
Q96KR4	LMLN								
P02545	LMNA	Nucleus		Nucleus					Nucleus
P20700	LMNB1	Nucleus		Nucleus					Nucleus
Q03252	LMNB2	Nucleus		Nucleus		Nucleus			Nucleus
Q8N9Z9	LMNTD1								
Q8IXW0	LMNTD2								
P25800	LMO1	Nucleus	Nucleus	Nucleus	Nucleus				
P25791	LMO2	Nucleus	Nucleus	Nucleus	Nucleus				
Q8TAP4	LMO3			cytosol	cytosol				
P61968	LMO4								
Q8WWI1	LMO7					CS			
F2Z398	LMO7DN								
P29536	LMOD1			CS	CS		cytosol		
Q6P5Q4	LMOD2			CS	CS				
Q0VAK6	LMOD3			CS	CS				
Q8IWU2	LMTK2								
Q96Q04	LMTK3								
Q8TE12	LMX1A	Nucleus	Nucleus	Nucleus	Nucleus				
O60663	LMX1B	Nucleus	Nucleus	Nucleus	Nucleus				
Q9C0E8	LNP	ER		ER	ER				ER
A1A4G5	LNP1								
Q9UIQ6	LNPEP	Endosome		Endosome					Endosome
Q8TBB1	LNX1	cytosol	cytosol	cytosol	cytosol				
Q8N448	LNX2								
Q969J3	LOH12CR1	Lysosome		Lysosome		cytosol			Lysosome
P36776	LONP1	Mitochondrion		Mitochondrion	Mitochondrion			Mitochondrion	Mitochondrion
Q86WA8	LONP2	Peroxisome		Peroxisome	Peroxisome			Peroxisome	Peroxisome
Q17RB8	LONRF1								
Q1L5Z9	LONRF2					Nucleus			
Q496Y0	LONRF3								
P23490	LOR								
P28300	LOX								
Q8IVV2	LOXHD1			CS	CS				
Q08397	LOXL1						ER		
Q9Y4K0	LOXL2						Nucleus		
P58215	LOXL3								
Q96JB6	LOXL4								
P08519	LPA								
Q16609	LPAL2								
Q92633	LPAR1								
Q9HBW0	LPAR2								
Q9UBY5	LPAR3			PM	PM				
Q99677	LPAR4	PM	PM	PM	PM				
Q9H1C0	LPAR5	PM	PM	PM	PM				
P43657	LPAR6	PM	PM	PM	PM				
Q8NF37	LPCAT1	ER		ER		ER			ER
Q7L5N7	LPCAT2					ER			
Q6P1A2	LPCAT3	ER	ER	ER	ER				ER
Q643R3	LPCAT4	ER	ER	ER	ER				
Q92604	LPGAT1			ER	ER				
O94910	LPHN1	PM		PM					PM
O95490	LPHN2	PM		PM					PM
Q9HAR2	LPHN3								
Q14693	LPIN1						Nucleus		
Q92539	LPIN2								
Q9BQK8	LPIN3			Nucleus	Nucleus	cytosol			
P06858	LPL								
P22079	LPO								
Q93052	LPP	CS		CS		CS			CS
Q8TBJ4	LPPR1			PM	PM				
Q96GM1	LPPR2			PM	PM				
Q6T4P5	LPPR3			PM	PM				
Q7Z2D5	LPPR4			PM	PM				
Q32ZL2	LPPR5	PM	PM	PM	PM				
O60711	LPXN								
O95237	LRAT								
P50851	LRBA								
Q9Y2L9	LRCH1								
Q5VUJ6	LRCH2								
Q96II8	LRCH3					cytosol			
O75427	LRCH4								
A6NCL2	LRCOL1								
Q9P244	LRFN1								
Q9ULH4	LRFN2								
Q9BTN0	LRFN3								
Q6PJG9	LRFN4								
Q96NI6	LRFN5								
P02750	LRG1								
Q96M69	LRGUK								
Q5T3J3	LRIF1			Nucleus	Nucleus				
Q96JA1	LRIG1						cytosol		
O94898	LRIG2								
Q6UXM1	LRIG3						cytosol		
Q9P2V4	LRIT1	ER	ER	ER	ER				
A6NDA9	LRIT2								
Q3SXY7	LRIT3	ER	ER	ER	ER				
Q12912	LRMP								
Q07954	LRP1	Endosome		Endosome					Endosome
Q7Z4F1	LRP10						Nucleus		
Q86VZ4	LRP11			PM	PM		Mitochondrion		
Q9Y561	LRP12			PM	PM				
Q9NZR2	LRP1B								
P98164	LRP2						Mitochondrion		
Q9P2M1	LRP2BP			cytosol	cytosol				
O75074	LRP3								
O75096	LRP4								
O75197	LRP5			ER	ER		Nucleus		
A4QPB2	LRP5L			PM	PM		Nucleus		
O75581	LRP6	Endosome		Endosome					Endosome
Q14114	LRP8								
P30533	LRPAP1	ER		ER		ER			ER
P42704	LRPPRC	Mitochondrion		Mitochondrion		Mitochondrion		Mitochondrion	Mitochondrion
Q96L50	LRR1								
Q9BTT6	LRRC1	PM		PM		cytosol			PM
Q5BKY1	LRRC10			Nucleus	Nucleus		Nucleus		
A6NIK2	LRRC10B						Nucleus		
Q15048	LRRC14								
A6NHZ5	LRRC14B								
Q8TF66	LRRC15								
Q5VZK9	LRRC16A	PM		PM		cytosol			PM
Q8ND23	LRRC16B								
Q8N6Y2	LRRC17								
Q8N456	LRRC18	cytosol	cytosol	cytosol	cytosol				
Q9H756	LRRC19								
Q9BYS8	LRRC2								
Q8TCA0	LRRC20								
Q53EV4	LRRC23					Nucleus			
Q50LG9	LRRC24								
Q8N386	LRRC25								
Q2I0M4	LRRC26			CS	CS				
Q9C0I9	LRRC27								
Q86X40	LRRC28								
Q8WV35	LRRC29						Nucleus		
Q9BY71	LRRC3								
A6NM36	LRRC30								
Q6UY01	LRRC31								
Q14392	LRRC32			PM	PM				
Q8IZ02	LRRC34					CS			
Q1X8D7	LRRC36								
A6NMS7	LRRC37A								
A6NM11	LRRC37A2								
O60309	LRRC37A3								
Q49AS3	LRRC37A5P								
Q96QE4	LRRC37B						cytosol		
Q5VT99	LRRC38	PM	PM	PM	PM				
Q96DD0	LRRC39								
Q96PB8	LRRC3B								
A6NJW4	LRRC3C								
Q9UFM2	LRRC3DN	Nucleus	Nucleus	Nucleus	Nucleus				
Q9HBW1	LRRC4								
Q9H9A6	LRRC40						Nucleus		
Q15345	LRRC41						Nucleus		
Q9Y546	LRRC42					Nucleus			
Q8N309	LRRC43								
Q96CN5	LRRC45			CS	CS				
Q96FV0	LRRC46						cytosol		
Q8N1G4	LRRC47					Nucleus			
Q9H069	LRRC48	CS	CS	CS	CS				
Q8IUZ0	LRRC49	CS	CS	CS	CS				
Q9NT99	LRRC4B								
Q9HCJ2	LRRC4C								
Q8N7C0	LRRC52	PM	PM	PM	PM				
A6NM62	LRRC53								
Q6ZSA7	LRRC55	PM	PM	PM	PM				
Q8IYG6	LRRC56								
Q8N9N7	LRRC57	PM		PM					PM
Q96CX6	LRRC58								
Q96AG4	LRRC59	ER		ER		ER			ER
Q86X45	LRRC6			CS	CS				
Q9BV99	LRRC61						Nucleus		
Q05C16	LRRC63						Golgi		
Q68CR7	LRRC66								
Q6ZNQ3	LRRC69						PM		
Q96NW7	LRRC7								
Q7Z2Q7	LRRC70								
Q8N4P6	LRRC71								
A6NJI9	LRRC72								
Q5JTD7	LRRC73						cytosol		
Q0VAA2	LRRC74A								
Q8NAA5	LRRC75A								
Q8N1F1	LRRC75A-AS1	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion				
Q2VPJ9	LRRC75B								
Q8IWT6	LRRC8A	Endosome		Endosome	PM		Nucleus		Endosome
Q6P9F7	LRRC8B						Nucleus		
Q8TDW0	LRRC8C						Golgi		
Q7L1W4	LRRC8D								
Q6NSJ5	LRRC8E								
Q6ZRR7	LRRC9								
Q9C099	LRRCC1								
A4D1F6	LRRD1								
Q32MZ4	LRRFIP1					cytosol			
Q9Y608	LRRFIP2								
Q96JM4	LRRIQ1						Nucleus		
A6PVS8	LRRIQ3					PM			
A6NIV6	LRRIQ4								
Q38SD2	LRRK1			cytosol	cytosol				
Q5S007	LRRK2								
Q6UXK5	LRRN1						cytosol		
O75325	LRRN2								
Q9H3W5	LRRN3								
Q8WUT4	LRRN4			PM	PM				
Q8ND94	LRRN4CL								
Q86UE6	LRRTM1								
O43300	LRRTM2								
Q86VH5	LRRTM3								
Q86VH4	LRRTM4								
Q6UWE0	LRSAM1			CS	CS		cytosol		
Q9HBL6	LRTM1								
Q8N967	LRTM2								
Q96E66	LRTOMT	cytosol	cytosol	cytosol	cytosol				
Q8WZ04	LRTOMT	cytosol	cytosol	cytosol	cytosol				
Q9UFC0	LRWD1	Nucleus		Nucleus					Nucleus
Q13449	LSAMP	PM	PM	PM	PM				
Q9H089	LSG1	ER		ER					ER
O15116	LSM1			Nucleus	Nucleus				
Q969L4	LSM10			Nucleus	Nucleus	Nucleus			
P83369	LSM11			Nucleus	Nucleus	Nucleus			
Q3MHD2	LSM12	ribosome		ribosome			cytosol		Ribosome
Q8ND56	LSM14A								
Q9BX40	LSM14B			Nucleus	Nucleus				
Q9Y333	LSM2			Nucleus	Nucleus	Nucleus			
P62310	LSM3			Nucleus	Nucleus		Nucleus		
Q9Y4Z0	LSM4			Nucleus	Nucleus				
Q9Y4Y9	LSM5			Nucleus	Nucleus				
P62312	LSM6	Nucleus		Nucleus			CS		Nucleus
Q9UK45	LSM7			Nucleus	Nucleus		Nucleus		
O95777	LSM8	Nucleus	Nucleus	Nucleus	Nucleus				
Q8N8F7	LSMEM1					cytosol			
Q8N112	LSMEM2								
P33241	LSP1								
Q86X29	LSR	PM	PM	PM	PM				PM
P48449	LSS	ER	ER	ER	ER		cytosol	ER	ER
O00453	LST1								
P01374	LTA								
P09960	LTA4H	Cytosol		Cytosol	cytosol				Cytosol
Q06643	LTB								
Q15722	LTB4R	PM	PM	PM	PM				
Q9NPC1	LTB4R2	PM	PM	PM	PM				
Q14766	LTBP1						cytosol		
Q14767	LTBP2						Nucleus		
Q9NS15	LTBP3						Nucleus		
Q8N2S1	LTBP4								
P36941	LTBR			PM	PM		Golgi		
Q16873	LTC4S								
P02788	LTF								
P29376	LTK			PM	PM				
O94822	LTN1					cytosol			
Q96GA3	LTV1								
Q9NQ29	LUC7L								
Q9Y383	LUC7L2			Nucleus	Nucleus		Mitochondrion		
O95232	LUC7L3	Nucleus		Nucleus	Nucleus	Nucleus			Nucleus
P51884	LUM								
Q96LR2	LURAP1	cytosol	cytosol	cytosol	cytosol				
Q8IV03	LURAP1L					Nucleus			
Q86V48	LUZP1			Nucleus	Nucleus				
Q86TE4	LUZP2								
Q9P127	LUZP4								
Q538Z0	LUZP6								
Q9BS40	LXN	cytosol	cytosol	cytosol	cytosol				
Q14210	LY6D	PM	PM	PM	PM				
Q16553	LY6E	PM	PM	PM	PM				
Q8NDX9	LY6G5B								
Q5SRR4	LY6G5C								
O95867	LY6G6C	PM	PM	PM	PM				
O95868	LY6G6D			PM	PM				
Q5SQ64	LY6G6F	PM	PM	PM	PM				
O94772	LY6H	PM	PM	PM	PM				
Q17RY6	LY6K								
O60449	LY75	Endosome		Endosome	PM		Golgi		Endosome
O95711	LY86								
Q9HBG7	LY9	PM	PM	PM	PM				
Q9Y6Y9	LY96								
Q9NX58	LYAR	Nucleus	Nucleus	nucleus	Nucleus	Nucleus			Nucleus
Q8N1E2	LYG1								
Q86SG7	LYG2								
P12980	LYL1	Nucleus	Nucleus	Nucleus	Nucleus				
P07948	LYN	PM		PM					PM
Q9BZG9	LYNX1								
Q8N2G4	LYPD1	PM	PM	PM	PM				
Q6UXB3	LYPD2	PM	PM	PM	PM				
O95274	LYPD3			PM	PM				
Q6UWN0	LYPD4	PM	PM	PM	PM				
Q6UWN5	LYPD5	PM	PM	PM	PM				
Q86Y78	LYPD6						cytosol		
Q8NI32	LYPD6B	PM	PM	PM	PM				
Q6UX82	LYPD8	PM	PM	PM	PM				
O75608	LYPLA1			cytosol	cytosol				
O95372	LYPLA2	cytosol	cytosol	cytosol	cytosol				
Q5VWZ2	LYPLAL1	cytosol	cytosol	cytosol	cytosol	cytosol			
O43325	LYRM1			Nucleus	Nucleus				
Q9NU23	LYRM2			Mitochondrion	Mitochondrion		cytosol		
Q9HD34	LYRM4	Mitochondrion		Mitochondrion		Nucleus			Mitochondrion
Q6IPR1	LYRM5			Mitochondrion	Mitochondrion		CS		
Q5U5X0	LYRM7	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion				
A8MSI8	LYRM9								
Q96S90	LYSMD1					Nucleus			
Q8IV50	LYSMD2								
Q7Z3D4	LYSMD3						cytosol		
Q5XG99	LYSMD4	Lysosome		Lysosome			CS		Lysosome
Q99698	LYST	cytosol	cytosol	cytosol	cytosol	Nucleus			
Q9Y5Y7	LYVE1			PM	PM				
P61626	LYZ								
Q6UWQ5	LYZL1								
Q7Z4W2	LYZL2								
Q96KX0	LYZL4								
O75951	LYZL6								
Q8WZA0	LZIC								
Q9NQ48	LZTFL1	Cytosol	cytosol	Cytosol	cytosol	cytosol			Cytosol
Q8N653	LZTR1			Golgi	Golgi				
Q9Y250	LZTS1								
Q9BRK4	LZTS2	CS	CS	CS	CS				
O60299	LZTS3								
Q8TC57	M1AP			cytosol	cytosol				
P20645	M6PR			lysosome	lysosome				
Q7Z4T9	MAATS1			Mitochondrion	Mitochondrion				
Q13394	MAB21L1	Nucleus	Nucleus	Nucleus	Nucleus				
Q9Y586	MAB21L2	Nucleus	Nucleus	Nucleus	Nucleus				
Q8N8X9	MAB21L3								
Q6ZN28	MACC1						Mitochondrion		
Q9UPN3	MACF1					PM			
Q9BQ69	MACROD1	Mitochondrion		Mitochondrion	Nucleus	Nucleus			Mitochondrion
A1Z1Q3	MACROD2	Nucleus	Nucleus	Nucleus	Nucleus				
Q9Y6D9	MAD1L1								
Q13257	MAD2L1						Nucleus		
Q15013	MAD2L1BP								
Q9UI95	MAD2L2								
Q13477	MADCAM1			PM	PM				
Q8WXG6	MADD								
Q7L5Y9	MAEA					Nucleus			
Q96JY0	MAEL								
O75444	MAF			Nucleus	Nucleus				
Q9H063	MAF1								
Q8NHW3	MAFA	Nucleus	Nucleus	Nucleus	Nucleus				
Q9Y5Q3	MAFB	Nucleus	Nucleus	Nucleus	Nucleus		Nucleus		
Q9ULX9	MAFF			Nucleus	Nucleus				
O15525	MAFG	Nucleus	Nucleus	Nucleus	Nucleus				Nucleus
Q8WZ33	MAFIP								
O60675	MAFK	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			
P20916	MAG								
P43355	MAGEA1					cytosol			
P43363	MAGEA10	Nucleus	Nucleus	Nucleus	Nucleus				
P43364	MAGEA11								
P43365	MAGEA12								
A6NCF6	MAGEA13P								
P43356	MAGEA2 MAGEA2B								
P43357	MAGEA3			ER	ER				
P43358	MAGEA4								
P43359	MAGEA5								
P43360	MAGEA6								
P43361	MAGEA8								
P43362	MAGEA9 MAGEA9B								
P43366	MAGEB1								
Q96LZ2	MAGEB10								
A2A368	MAGEB16								
A8MXT2	MAGEB17								
Q96M61	MAGEB18			cytosol	cytosol				
O15479	MAGEB2								
O15480	MAGEB3								
O15481	MAGEB4								
Q9BZ81	MAGEB5								
Q8N7X4	MAGEB6								
O60732	MAGEC1								
Q9UBF1	MAGEC2								
Q8TD91	MAGEC3								
Q9Y5V3	MAGED1								
Q9UNF1	MAGED2								
Q96JG8	MAGED4 MAGED4B								
Q9HCI5	MAGEE1								
Q8TD90	MAGEE2								
Q9HAY2	MAGEF1						CS		
Q9H213	MAGEH1			cytosol	cytosol				
Q9UJ55	MAGEL2								
Q96QZ7	MAGI1								
Q86UL8	MAGI2								
Q5TCQ9	MAGI3								
Q9H6Y5	MAGIX								
P61326	MAGOH	Nucleus		Nucleus		Nucleus			Nucleus
Q96A72	MAGOHB			Nucleus	Nucleus				
Q9H0U3	MAGT1	ER		ER	PM				ER
P20794	MAK								
Q9BXY0	MAK16	Nucleus		nucleus	Nucleus			Nucleus	Nucleus
P21145	MAL						CS		
Q969L2	MAL2								
Q9UHZ2	MALAT1								
Q13021	MALL								
Q5VYJ5	MALRD1								
Q96EH3	MALSU1	Mitochondrion		Mitochondrion		Mitochondrion			Mitochondrion
Q9UDY8	MALT1								
Q7Z304	MAMDC2			ER	ER				
Q6UXC1	MAMDC4								
Q92585	MAML1					Nucleus			
Q8IZL2	MAML2					Nucleus			
Q96JK9	MAML3			Nucleus	Nucleus	Nucleus			
Q13495	MAMLD1			Nucleus	Nucleus				
Q6ZN01	MAMSTR	Nucleus	Nucleus	Nucleus	Nucleus				
P33908	MAN1A1			Golgi	Golgi				
O60476	MAN1A2	ER		ER	Golgi	Golgi			ER
Q9UKM7	MAN1B1	ER		ER	ER			ER	ER
Q9NR34	MAN1C1			Golgi	Golgi				
Q16706	MAN2A1	ER	Golgi	ER	Golgi	Golgi		ER	ER
P49641	MAN2A2	Golgi	Golgi	Golgi	Golgi				
O00754	MAN2B1	Lysosome		Lysosome	lysosome			Lysosome	Lysosome
Q9Y2E5	MAN2B2								
Q9NTJ4	MAN2C1					Nucleus			
O00462	MANBA	Lysosome	lysosome	Lysosome	lysosome			Lysosome	Lysosome
Q9NQG1	MANBAL								
Q5SRI9	MANEA	Golgi	Golgi	Golgi	Golgi	Golgi			
Q5VSG8	MANEAL	Golgi	Golgi	Golgi	Golgi		Golgi		
P55145	MANF	ER		ER		ER			ER
Q9H8J5	MANSC1								
A6NHS7	MANSC4								
P21397	MAOA	Mitochondrion		Mitochondrion	Mitochondrion	Mitochondrion			Mitochondrion
P27338	MAOB								
Q9P2G4	MAP10								
P78559	MAP1A			CS	CS				
P46821	MAP1B			CS	CS	cytosol			
